offensive_language,tweet
3.0,RT @colin_weis: Step up into the gauntlet bitch nuts. I could use something to wipe my ass with
3.0,"RT @ColIegeprobs: Liquor before beer you're in the clear, beer before liquor you'll be fine don't be a bitch"
2.0,RT @ColeyMonique: All the niggas in the world why tf Do bitches mess with their friends nigga?
3.0,RT @Coley_Cee: &lt;----- New Avi:) Me &amp;&amp; my two yellow bitches @No_FAKINGG &amp; @lil_aerii '
2.0,"RT @Coley_Cee: @lil_aerii yeaaaaahhhh, like relationship wise. So I was like oh no not my Reedzy Thuggin, bitch suppose to thug it out!"
3.0,RT @Coley_Cee: @lil_aerii bitch where tf you think you going?!
3.0,RT @ColeMcDowell2: &#8220;@FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co&#8230;
2.0,RT @ColeFlexXx: Fingering N eating the pussy at the same time is good &#128203;&#128221;
3.0,RT @Colarbearr: &#8220;@HoesloveMyTweet: Niggas really be proud of having hoes. But how many of y'all gonna bring them dirty bitches home to your&#8230;
3.0,"RT @cokvne: Fuck twerking, bitch can you cook? &#128530;"
1.0,"RT @CoIlegefessions: ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University"
2.0,"RT @CoffyBrownChi: If he don't believe you, no refunds hoe."
3.0,RT @CodeLez: You gotta know the difference between a good girl and good pussy
3.0,"RT @COD_PR0BS: Me: ""Yeah I think I'll get off early tonight and get a good nights rest. 

4:00am: ""Not tonight bitch, not tonight."""
2.0,RT @cocoQTe: &#128514;&#128514;RT @supbishes: Lol RT @Joanna52011: &#128514;&#128557; RT @lettuceprey8: Just so u faggots know! http://t.co/bGhTSjipNe
3.0,RT @CoCoMilan18: &#8220;@Me1st_u_last: This bitch @GOTDAMNCHAT ain't got a bit of sense lmaoo!! http://t.co/tBpcQwNGqF&#8221; &#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;
2.0,RT @cockyblackguy: When a hoe get outta line featuring @SsippiHippie cat http://t.co/vHGexgIPAs
3.0,RT @CockyBelichick: Time for the comeback pussies. #kisstherings
3.0,RT @cocaLove_: bitch be working and keep singing like she ain't never bust a move &#128539;
3.0,"RT @cocaLove_: All it takes is one female to change that nigga, but it takes 100 niggas to change that hoe http://t.co/u0FdWrv17y"
3.0,RT @cocainebungy: Mckean Mckean lol hate half the people there lol weird ass hoes lol corny ass food ( I still kill that shit doe )
3.0,RT @Cocaine_Papii: If you don't make her go to sleep after y'all fucked then your pipe game trash
3.0,RT @CobeNotKobe: All hoes lie.......
0.0,RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx
3.0,"RT @CMPunk: @brandonspears because he was a cunt, Brandon. Don't be a cunt."
3.0,RT @ClutchLikeMJ: You officially brought flopping to football @TheAdams_era congrats on being a pussy... https://t.co/O7bUPLYG3L &#128564;
1.0,RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;
2.0,RT @clurfogarty: All Babies are born hipsters because they come out of the hospital in beanies.
3.0,"RT @Cluelessnigga: Fat hoes always wanna beef with somebody, yall don't need to be around no type of beef"
0.0,"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;"
2.0,RT @CloydRivers: Some of you fellas should dress up as real men for Halloween. 'Cause you've been actin' like bitches all year long. Merica.
3.0,"RT @CloydRivers: Roses are red,
Camo is green.
Trick or treat bitches,
Happy Halloween.
Merica."
1.0,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;"
3.0,RT @cloudydino: Fuck with us and then we tweaking hoe
3.0,"RT @Cloudy_goldrush: #In2014 ladies please start being grown women. All These ""bad bitches"" gotta grow up."
3.0,RT @CloudProjection: Females are more thirsty for attention than males are for pussy.
3.0,"RT @ClintSwiftness: I hate bees man. They be like 
""Buzz buzz bitch"" and I'm like 
""Nah man I ain't done shit to you"""
3.0,RT @ClintSwiftness: &#8220;@GodHimseIf: Is that fire works &#128165; or pussy poppin&#8221; @00sexilexi00 nigga wtf sounds like something you'd say
2.0,RT @ClintSwiftness: @00sexilexi00 you is a bitch ass nigguh
2.0,"RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8"
2.0,RT @ClicquotSuave: what does the fox say bitch?
3.0,"RT @ClicquotSuave: we were at the party last night and P goes...""bro this nigg got on chucks just chillin and dancing w/ all the bitches""..&#8230;"
2.0,"RT @ClicquotSuave: Perfect vision....Me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a Cali condo"
3.0,RT @ClicquotSuave: nigg complaining about a journal and bitches half naked
3.0,RT @ClicquotSuave: i luv when pussy smell like refurbished iphone 3
3.0,RT @ClicquotSuave: drop that pussy bitchhhhhhh
0.0,RT @ClicquotSuave: bunch of rappers boutta flood the internets w/ trash remixes
3.0,"RT @ClicquotSuave: 20 bitches in the lobby, its plenty bitches in the lobby"
3.0,RT @CleveSmith: I bet this hoe pussy juices look like spoiled chocolate milk &#128514;
3.0,RT @CleveSmith: Bet her pussy smell like dried up oysters
0.0,"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;"
3.0,RT @ClassierTrash: shut up bitch
1.0,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3
2.0,RT @ClassClownKJL: Those 2014 NBA All Star Jerseys look retarded...They look like the combo of a NFL jersey &amp; a FUBU jersey
3.0,"RT @Classact23: RT @DarkKent27: If I text ""You up?"" that means is it safe for me to come and eat the pussy until I reach cream filling?&gt; &#128563;.&#8230;"
3.0,RT @ckillaTRIPPY: Im a knock the pussy out like fight night
2.0,RT @cjduchesneau: nigger hair??? comin from this bitch who had a dread on the back of her@bair she forgot from century's ago
3.0,"RT @CjayyTaughtHer: Eat her pussy when she mad, sad, stressed, mad at you, or whatever shit just lay her down and eat her pussy up &#128076;&#128069;&#128166;"
3.0,RT @CityBoiCoop: &#128557;&#128557;&#128557; RT @RoJustDGAF: Damn it RT @BobbyBudnic: &#9996;&#65039; RT @TittySlapMe: Once or twice is cool but damn bitch http://t.co/WTDCShx&#8230;
0.0,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
2.0,RT @cIavdia: wow well aren't you just a fucking cunt :)
3.0,RT @Ciara_LisaaRoss: cant no bitch make me mad over a nigga i already had
3.0,RT @Chykalet: If you're fucking your sons barber and you still gotta pay for the cut...ya pussy is wack! &#128569;
3.0,RT @chvrchs: my rapper name would be nigger
1.0,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
3.0,"RT @chvmpagne: I can't stand you ""I don't text first"" ass bitches."
2.0,"RT @chvmpagne: fat bitch: ""I'm thick"" http://t.co/LqXvllvzHJ"
0.0,RT @churchofbasebal: And people say baseball is boring? #redskins
3.0,RT @ChukaOffor: Lmaooo hoes so childish &#128557;&#128514;&#128557;&#128514; http://t.co/uSFmd01sAF
0.0,RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga
3.0,RT @Chuck_Strangers: When I say faggot it just means someone who is fucking weak...
3.0,RT @Chubbylumpkins_: I think this Steubenville rape trial is some bullshit. That rollen bitch wanted the dick lls and got mad when she w ...
3.0,"RT @ChubbyGirlGod: Lmaoo RT @patpatbush: That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/e0MTosPl6k"""
0.0,RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;
3.0,RT @christeaa: Can't turn a hoe into a house wife babbyyy.
0.0,RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....
3.0,RT @ChrissiBaxter: If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth. You can quote me
0.0,RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.
3.0,RT @ChrisJustJoking: You gotta fuck ugly bitches from 3 towns over that you'll never see again so you can work the kinks out of your sex ga&#8230;
2.0,RT @ChrisJustJoking: Its Halloween everyday for dykes
0.0,RT @chrisgeidner: The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&#8230;
3.0,RT @chrisbegettinit: &#8220;@_100D: It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;&#8221;FORREAL THO THIS AIN NO LIE &#128175;
3.0,RT @Choochieee_: If I can take your bitch was she ever really yours?
1.0,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet
3.0,RT @CHlLDHOODRUINER: when u deep in the pussy http://t.co/0uFAhhYrUe
0.0,RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ
3.0,RT @CHlLDHOODRUINER: she taught these hoes how to pose http://t.co/aiObO34baA
0.0,RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb
0.0,RT @CHlLDHOODRUINER: iphone 6 is trash watch me glo up http://t.co/XYwPaslCoB
3.0,RT @CHlLDHOODRUINER: gotta keep these hoes on point http://t.co/gWeFICReBH
3.0,RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo
2.0,"RT @CHlLDHOODRUINER: ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" http://t.co/9aAyrrKNbt"
2.0,"RT @CHlLDHOODRUINER: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/GfOHPUTVhP"
2.0,RT @ChivasGee: Fuck up you swole fag
2.0,RT @ChippewaSkylark: i love when celeb nudes leak and all the girls with trash bodies try and critique them
0.0,RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;
1.0,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;"
0.0,RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;
3.0,RT @chillvitooo: &#8220;@__KillSwitch: Nigga damn &#128556;&#128563; https://t.co/m7gExESuag&#8221;LMFAO Dej Loaf got all these bitches getting TRYED&#128557;&#128557;&#128557;&#128557;&#128557;
0.0,RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm
0.0,RT @chilltweetss: flappy bird is deep... hahaha http://t.co/EMuhmR3jzE
3.0,RT @Chill__Nigga: I can't be in my twenties stressing over a bitch who playin games. I'm straight lol
0.0,RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT
3.0,RT @chiko600: You think she bad well my bitch meaner &#128076;&#128527;
3.0,"RT @Chiief_D: @Pboy562 ""well..all i can say, is that i fucked hoes and made money"""
3.0,RT @ChiefOpe: #BadCombinations An Ugly bitch who's loud af
3.0,RT @ChiefKeef: Shannon said U hoes cant be wit The GLO!
3.0,RT @ChiefKeef: If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.
3.0,RT @ChiefKeef: Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.
1.0,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick
2.0,RT @ChiefCaitlin: I forgot ONE letter guys I promise I'm not an illiterate hillbilly &#128557;
2.0,RT @ChicoFlicoFlame: Every super hero a bitch except iron man Peter Parker the biggest hoe loser ass nigga no bitches no cribs no whips
3.0,RT @ChickenColeman: I need some hoes man real shit
3.0,RT @ChiChi_knows: Chris brown a bitch because everyone talks about his relationship. Why come at two females? Charlemagne be saying the sam&#8230;
0.0,RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;
0.0,RT @chicagobulls: Coach K says players won't need motivation to get back on track following Paul George's injury; rather they'll play to ho&#8230;
3.0,RT @cheyycheyy8: Rivers is seriously a bitch. Don't throw your hands around like a 5 year old bc something didn't go right. Lol
1.0,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol
3.0,RT @CherryBby_xoxo: If this bitch don't just go through the freaking packet &#128530;
1.0,RT @chelseaxlaser: I really need to take my rose colored glasses off though. I gotta stop thinking everybody does shit with good intentions&#8230;
3.0,"RT @chelsearaine: Aw that's cute, your mom raised you to be a bitchy little cunt&#128536;"
3.0,"RT @chels_phelps: Crafty bitches ""@CheatsOfLife: best way to cheat on a test http://t.co/vGneo1T1tG"""
2.0,RT @Chello_Sosa: These niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches
3.0,"RT @chefpolio: ""I don't send nudes"" -- a bitch wit trash nudes"
3.0,RT @ChefBoiRlee: Yall hoes don't cook on sundays no more huh?
3.0,RT @Chef____: I rather see wifey happy then see a hoe naked common sense niggas treat hoes Better then the one that loves them and been the&#8230;
3.0,"RT @CheefQueef: Well damn. ""@PassDAPiff: Make her a single mother RT @LilTy4Real: What if you finally get the pussy &amp; it's garbage?"""
3.0,"RT @CheefQueef: Chocolate pussy ""@JennnVeee: 4. Favorite candy?"""
3.0,RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch
3.0,"RT @CheefPolo: Niggas be like ""I get 3 times the pussy you get"" jokes on you fam 3 times 0 is zero"
3.0,RT @CheefPolo: My bitch wanna post a thirst trap ima just not pay the water bill that month. We all gon be thirsty
3.0,"RT @CheefPolo: i hate when bitches be like ""deeper, deeper"" bitch what u thought i had some spare dick in my back pocket i was saving?"
3.0,RT @CheefPolo: bitches love coming out in public naked &#8220;@ESPNDaniel: Don't do this &#8220;@basedlightskin: !!!! http://t.co/WgD3mNd55V&#8221;&#8221;
3.0,RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!
3.0,RT @chasingstaxx: If your girl is upset and crying..let her cry...she needs to learn how to stop being a pussy. Toughen up
3.0,"RT @chaserojo: ""boys are dumb! no faith in boys!!"" bitch shut up youre in high school acting like this is going to be the person you marry.&#8230;"
3.0,RT @ChaseNCashe: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.
2.0,RT @chasemylovex: bitch u lame af.... get with the times and pop that ass RT @SincerelyTumblr: This makes me kinda sad http://t.co/tCUJpKoC&#8230;
3.0,"RT @ChaseMyChucks: ""@viva_based: @CallME__Jetson hoe ass nigga. &#128529;""Hoe Ass Nigga x2"
2.0,RT @charlieecai: Our taxi driver is fucking retarded.. He doesn't know how to get from grapevine to lewisville
1.0,"RT @Charlie_Gru: My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;"
3.0,RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;
3.0,RT @CharlesLaCross: Gator needs his GAT punk ass bitch
3.0,RT @CharlesBWaffle: These bitches lonely RT @1stName_Bravo Females in Michigan are like those seagulls from Finding Nemo when it comes to d&#8230;
3.0,RT @CharlesBWaffle: Bitches be in internet relationships tho. Like yous a lonely hoe
1.0,RT @charcharkuhlman: First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @victoriakuhlman &amp; @E&#8230;
0.0,RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;
3.0,"RT @ChannyMaraj You prolly ate ur dad...he hates you @_AintItJayy: Ok dad RT @ChannyMaraj These bitches is really my sons tho Lmaoooooo"""
3.0,RT @chaniiyyaa: Wayne really treat nicki like that's his bitch &#128564;&#128525;&#128553;....
3.0,"RT @chanelpuke: me: goodnight moon 

moon: goodnight lil bitch"
3.0,RT @chanelpuke: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye
2.0,RT @chanelisabeth: happy 17th birthday to my main hoe and partner in crime #bountyhunters4lyfe &#127881;&#128299; @Whitecholo23
